product_name @ features @ price @ link@ itemcode @ description 
Crucial MX500 250GB SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA    -   Χωρητικότητα σε GB: 250    -   Μέγεθος Δίσκου σε Ίντσες: 2.5@79.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/191986-crucial-mx500-250gb@191986@Όπως και όλο και περισσότεροι άνθρωποι που διατηρούν τα οικογενειακά τους βίντεο  φωτογραφίες μουσική και σημαντικά έγγραφα σε ένα SSD και αποκτούν σχεδόν άμεση απόδοση και διαρκή αξιοπιστία που συνοδεύει την αποθήκευση.
"Western Digital 250GB Blue 3D Nand Sata III 2.5"" SSD Εσωτερικός Σκληρός Δίσκος"@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 250    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Μέγεθος Μνήμης Cache : δεν διατίθεται@87.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/180169-western%20digital-250gb-blue-3d-nand-sata-iii-2.5@180169@Ικανή να ανταποκριθεί στις απαιτητικές ανάγκες σου η μονάδα WD Blue 3D Nand Sata SSD προσφέρει υψηλές αποδόσεις αυξημένη αξιοπιστία και ιλιγγιώδεις ταχύτητες.
"Samsung 860 EVO 2.5"" SATA III 500GB SSD Εσωτερικός Σκληρός Δίσκος"@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA    -   Χωρητικότητα σε GB: 500    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Μέγεθος Μνήμης Cache : 512MB@89.90 € από 134.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/185109-samsung-860-evo-2.5-sata-iii-500gb@185109@Η νεότερη έκδοση της σειράς SATA SSD με τις καλύτερες πωλήσεις παγκοσμίως o Samsung 860 EVO. Ειδικά σχεδιασμένος για mainstream υπολογιστές και φορητούς υπολογιστές.
"Seagate HDD Surveillance 2TB Sata III 7200RPM 3.5"" Εσωτερικός Σκληρός Δίσκος"@Τύπος Δίσκου : HDD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 2000    -   Μέγεθος Δίσκου σε Ίντσες: 3.5    -   Μέγεθος Μνήμης Cache : 64@90.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/165193-seagate-hdd-surveillance-2tb-sata-iii-7200rpm-3.5@165193@Εσωτερικός σκληρός δίσκος HDD της Seagate με άφθονη χωρητικότητα 2TB τύπο διασύνδεσης Sata III και υψηλές ταχύτητες στα 7200RPM.
"Seagate IronWolf 2TB HDD 3.5"" NAS Εσωτερικός Σκληρός Δίσκος"@Τύπος Δίσκου : HDD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 2000    -   Μέγεθος Δίσκου σε Ίντσες: 3.5    -   Μέγεθος Μνήμης Cache : 64@99.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/183506-seagate-ironwolf-2tb-hdd-3.5-nas@183506@Ο σκληρός δίσκος Seagate 2TB της σειράς IronWolf είναι σχεδιασμένος για όλους τους δικτυακούς δίσκους NAS. Ο IronWolf ενισχύεται με την τεχνολογία AgileArray για βέλτιστη αξιοπιστία και ευελιξία του συστήματος. Η τεχνολογία πολλαπλών χρηστών και τα υψηλά ποσοστά φόρτου εργασίας επιτρέπουν στο IronWolf να εκτελεί και να κλιμακώνεται με την επιχείρησή σου.
Samsung 970 EVO NVMe M.2 250GB SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: M.2    -   Χωρητικότητα σε GB: 250    -   Μέγεθος Δίσκου σε Ίντσες: M.2    -   Μέγεθος Μνήμης Cache : δεν διατίθεται@104.90 € από 116.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/185906-samsung-970-evo-nvme-m.2-250gb@185906@O Samsung 970 EVO προσφέρει κορυφαίες ταχύτητες & αξιοπιστία. Ο τελευταίος V-NAND ο νέος ελεγκτής Phoenix και η τεχνολογία Intelligent TurboWrite βελτιώνουν τα παιχνίδια υψηλής ποιότητας και την επεξεργασία γραφικών 4K & 3D.
Samsung 960 EVO NVMe M.2 SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: M.2 PCI Express    -   Χωρητικότητα σε GB: 250    -   Μέγεθος Δίσκου σε Ίντσες: M.2@109.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/172873-samsung-960-evo-nvme-m.2@172873@Με τον Samsung SSD 960 EVO αλλάζει το επίπεδο στο μηχάνημά σου διαθέτει χωρητικότητα 250GB τύπο διασύνδεσης δίσκου M.2 PCI Express και μέγιστη ταχύτητα ανάγνωσης/εγγραφής 3200ΜΒ/sec και 1500MB/sec αντίστοιχα.
Sandisk Ultra II 480GB SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 480    -   Μέγεθος Δίσκου σε Ίντσες: 2.5@129.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/146074-sandisk-ultra-ii-480gb@146074@Εσωτερικός σκληρός δίσκος SSD Ultra II της Sandisk με χωρητικότητα 480GB και μέγεθος 2.5 ιντσών.
"Seagate IronWolf 4TB HDD 3.5"" NAS Εσωτερικός Σκληρός Δίσκος"@Τύπος Δίσκου : HDD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 4000    -   Μέγεθος Δίσκου σε Ίντσες: 3.5    -   Μέγεθος Μνήμης Cache : 64@144.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/183508-seagate-ironwolf-4tb-hdd-3.5-nas@183508@Ο σκληρός δίσκος Seagate 4TB της σειράς IronWolf είναι σχεδιασμένος για όλους τους δικτυακούς δίσκους NAS. Ο IronWolf ενισχύεται με την τεχνολογία AgileArray για βέλτιστη αξιοπιστία και ευελιξία του συστήματος. Η τεχνολογία πολλαπλών χρηστών και τα υψηλά ποσοστά φόρτου εργασίας επιτρέπουν στο IronWolf να εκτελεί και να κλιμακώνεται με την επιχείρησή σου.
"Seagate IronWolf 8TB HDD 3.5"" NAS Εσωτερικός Σκληρός Δίσκος"@Τύπος Δίσκου : HDD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 8000    -   Μέγεθος Δίσκου σε Ίντσες: 3.5    -   Μέγεθος Μνήμης Cache : 256@269.00 € από 289.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/183510-seagate-ironwolf-8tb-hdd-3.5-nas@183510@Ο σκληρός δίσκος Seagate 8TB της σειράς IronWolf είναι σχεδιασμένος για όλους τους δικτυακούς δίσκους NAS. Ο IronWolf ενισχύεται με την τεχνολογία AgileArray για βέλτιστη αξιοπιστία και ευελιξία του συστήματος. Η τεχνολογία πολλαπλών χρηστών και τα υψηλά ποσοστά φόρτου εργασίας επιτρέπουν στο IronWolf να εκτελεί και να κλιμακώνεται με την επιχείρησή σου.
"Seagate IronWolf 10TB HDD 3.5"" NAS Εσωτερικός Σκληρός Δίσκος"@Τύπος Δίσκου : HDD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 10000    -   Μέγεθος Δίσκου σε Ίντσες: 3.5    -   Μέγεθος Μνήμης Cache : 256@369.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/183511-seagate-ironwolf-10tb-hdd-3.5-nas@183511@Ο σκληρός δίσκος Seagate 10TB της σειράς IronWolf είναι σχεδιασμένος για όλους τους δικτυακούς δίσκους NAS. Ο IronWolf ενισχύεται με την τεχνολογία AgileArray για βέλτιστη αξιοπιστία και ευελιξία του συστήματος. Η τεχνολογία πολλαπλών χρηστών και τα υψηλά ποσοστά φόρτου εργασίας επιτρέπουν στο IronWolf να εκτελεί και να κλιμακώνεται με την επιχείρησή σου.
Verbatim DataLife Sata III 120GB SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 120    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Μέγεθος Μνήμης Cache : Δεν διατίθεται@46.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/179970-verbatim-datalife-sata-iii-120gb@179970@Ο εσωτερικός δίσκος SSD Verbatim παρέχει εξαιρετικά γρήγορες ταχύτητες μεταφοράς δεδομένων ταχύτερη εκκίνηση του συστήματος απενεργοποίηση και απόκριση του συστήματος. Είναι η ιδανική αντικατάσταση σκληρού δίσκου για χρήστες που αναζητούν αναβάθμιση επιδόσεων και αξιοπιστίας. Ο Internal SSD δεν περιέχει κινούμενα μέρη με αποτέλεσμα μεγαλύτερη μηχανική σταθερότητα και αξιοπιστία αυξημένη αντοχή σιωπηλή λειτουργία και μειωμένη κατανάλωση ενέργειας για μεγαλύτερη διάρκεια ζωής.
Sandisk SSD Plus 120GB Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 120@49.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/181684-sandisk-ssd-plus-120gb@181684@Η SanDisk πρωτοπόρος στην τεχνολογία μέσων αποθήκευσης solid state παρέχει βελτιωμένη ταχύτητα και απόδοση με τον δίσκο SanDisk SSD Plus. Με ταχύτητες ανάγνωσης έως 530MB/s αυτός ο δίσκος solid state έχει απόδοση έως και 20 φορές ταχύτερη από ένα τυπικό σκληρό δίσκο. Η ενεργοποίηση και απενεργοποίηση του υπολογιστή η μεταφορά δεδομένων και η απόκριση των εφαρμογών όλα γίνονται πλέον ταχύτερα ενώ παράλληλα ο δίσκος SanDisk SSD Plus προσφέρει πιο αθόρυβη και αξιόπιστη λειτουργία.
Intenso 128GB SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 128    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Μέγεθος Μνήμης Cache : 6@59.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/146101-intenso-128gb-ssd-εσωτερικός-σκληρός-δίσκος@146101@"Εξαιρετικής ποιότητας και κατασκευής 2.5"" εσωτερικός ssd δίσκος με πολύ μεγάλες ταχύτητες εγγραφής μέχρι 300 MB/s και ανάγνωσης μέχρι 520 MB/s με μηδενικό θόρυβο λειτουργίας και με μεγάλη αντικραδασμική αντίσταση (1500 G / 0.5 ms)."
Sandisk Ultra 3D 250GB SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 250@87.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/181685-sandisk-ultra-3d-250gb@181685@Επιτάχυνε τον υπολογιστή σου αναβαθμίζοντάς τον με τον SanDisk Ultra 3D SSD και απόλαυσε γρήγορη έναρξη ταχύτατο gaming και εξαιρετικά γραφικά. Θα παρατηρήσεις ότι η φόρτωση των εφαρμογών και η μεταφορά των αρχείων γίνεται πολύ πιο γρήγορα ενώ παράλληλα η μπαταρία διαρκεί περισσότερο και η λειτουργία του υπολογιστή σου είναι πιο αθόρυβη και σε πιο χαμηλές θερμοκρασίες.
Intenso 480GB SATA III High SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 480    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Μέγεθος Μνήμης Cache : 8MB@89.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/165740-intenso-480gb-sata-iii-high@165740@Ο SSD Intenso SATA III υψηλής απόδοσης προσφέρει ταχύτητα και αποτελεσματικότητα για καθημερινή χρήση στο σπίτι. Οι εξαιρετικές ταχύτητες μεταφοράς σου παρέχουν εξαιρετικά σύντομους χρόνους πρόσβασης. Ο δίσκος SSD με διεπαφή SATA III βασίζεται σε flash και ως εκ τούτου είναι αθόρυβος.
Samsung 250GB Sata3 850 Evo Series SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 250    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Μέγεθος Μνήμης Cache : 512MB@94.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/149292-samsung-250gb-sata3-850-evo-series@149292@Αναβάθμισε ψηφιακά κάθε άποψη της απόδοσης του υπολογιστή σου με το Samsung 850 Evo σχεδιασμένο με πλεονεκτήματα των SSD συμπεριλαμβανομένης της 3D V-NAND τεχνολογίας για πολύ μεγάλες ταχύτητες εγγραφής και ανάγνωσης.
Kingston HyperX Fury 240GB Sata III SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 240    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Μέγεθος Μνήμης Cache : Δεν διαθετει@99.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/165197-kingston-hyperx-fury-240gb-sata-iii@165197@Ο SSD δίσκος HyperX Fury προσφέρει εντυπωσιακές επιδόσεις για να μπορείς να απολαύσεις το παιχνίδι σου γρηγορότερα και βελτιωμένα. Ιδανικός για επιτραπέζιους και φορητούς υπολογιστές.
Samsung 256GB Sata3 850 Pro Series SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 256    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Μέγεθος Μνήμης Cache : 512MB@129.90 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/149296-samsung-256gb-sata3-850-pro-series@149296@Διαθέτοντας την χαμηλότερη κατανάλωση ρεύματος από οποιονδήποτε SSD όταν είναι σε πλήρη χρήση το 850 PRO δαπανά λιγότερη ενέργεια διατηρώντας παράλληλα την απόδοση.
Intenso 960GB SATA III High SSD Εσωτερικός Σκληρός Δίσκος@Τύπος Δίσκου : SSD    -   Τύπος Διασύνδεσης Δίσκου: SATA III    -   Χωρητικότητα σε GB: 960    -   Μέγεθος Δίσκου σε Ίντσες: 2.5    -   Μέγεθος Μνήμης Cache : 8MB@259.00 € @https://www.kotsovolos.gr/site/computing/desktops-and-upgrade-tools/internal-hdd-ssd/165741-intenso-960gb-sata-iii-high@165741@Ο SSD Intenso SATA III υψηλής απόδοσης προσφέρει ταχύτητα και αποτελεσματικότητα για καθημερινή χρήση στο σπίτι. Οι εξαιρετικές ταχύτητες μεταφοράς σου παρέχουν εξαιρετικά σύντομους χρόνους πρόσβασης. Ο δίσκος SSD με διεπαφή SATA III βασίζεται σε flash και ως εκ τούτου είναι αθόρυβος.
