product_name @ features @ price @ link
Παιδικό Smartwatch Kidizoom DX ΜπλεV TECH@@69,99@https://www.public.gr/product/wearables-gadgets/smartwatches/paidiko-smartwatch-kidizoom-dx-mple/prod8900370pp/
Smartwatch Garmin Vivomore HR Sport Black/Rose GoldGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@169,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-vivomore-hr-sport-blackrose-gold/prod9450842pp/
Smartwatch Garmin Vivomove HR Sport ΜαύροGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@169,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-vivomove-hr-sport-mayro/prod9091046pp/
Smartwatch Xiaomi Amazfit Pace ΚόκκινοXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI@178,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-xiaomi-amazfit-pace-kokkino/prod8740090pp/
Smartwatch Xiaomi Amazfit Pace ΜαύροXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI@178,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-xiaomi-amazfit-pace-mayro/prod8740091pp/
Smartwatch Fitbit Surge Extra Large ΜαύροFITBIT@Εγγύηση:  24 μήνες-Κατασκευαστής: FITBIT@189,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-fitbit-surge-extra-large-mayro/prod8530261pp/
Smartwatch Fitbit Surge Small ΠορτοκαλίFITBIT@Εγγύηση:  24 μήνες-Κατασκευαστής: FITBIT@189,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-fitbit-surge-small-portokali/prod8530264pp/
Smartwatch Fitbit Versa Peach Rose GoldFITBIT@Εγγύηση:  24 μήνες-Κατασκευαστής: FITBIT@199,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-fitbit-versa-peach-rose-gold/prod8990358pp/
Smartwatch Fitbit Versa Grey SilverFITBIT@Εγγύηση:  24 μήνες-Κατασκευαστής: FITBIT@199,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-fitbit-versa-grey-silver/prod8990359pp/
Smartwatch Fitbit Versa Black AluminiumFITBIT@Εγγύηση:  24 μήνες-Κατασκευαστής: FITBIT@199,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-fitbit-versa-black-aluminium/prod8990357pp/
Smartwatch Samsung Gear Sport Μαύρο@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG@201,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-samsung-gear-sport-mayro/prod8801708pp/
Smartwatch Samsung Gear Sport Μπλε@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG@201,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-samsung-gear-sport-mple/prod8801709pp/
Smartwatch Fitbit Versa Special Edition CharcoalFITBIT@Εγγύηση:  24 μήνες-Κατασκευαστής: FITBIT@230,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-fitbit-versa-special-edition-charcoal/prod8990360pp/
Smartwatch Garmin Vivoactive 3  Ασημί / Λευκό@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@230,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-vivoactive-3-asimi-leyko/prod8840103pp/
Smartwatch Fitbit Versa Special Edition LavenderFITBIT@Εγγύηση:  24 μήνες-Κατασκευαστής: FITBIT@230,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-fitbit-versa-special-edition-lavender/prod8990361pp/
Smartwatch MyKronoz ZeTime Premium ΜαύροMYKRONOZ@Εγγύηση:  24 μήνες-Κατασκευαστής: MYKRONOZ@239,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-mykronoz-zetime-premium-mayro/prod9151563pp/
Smartwatch MyKronoz ZeTime Premium Ασημί/ΜαύροMYKRONOZ@Εγγύηση:  24 μήνες-Κατασκευαστής: MYKRONOZ@239,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-mykronoz-zetime-premium-asimimayro/prod9151562pp/
Smartwatch Samsung Galaxy Watch 42mm Rose GoldSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG@249,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-samsung-galaxy-watch-42mm-rose-gold/prod9280326pp/
Smartwatch Samsung Galaxy Watch 42mm ΜαύροSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG@249,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-samsung-galaxy-watch-42mm-mayro/prod9280327pp/
Smartwatch Samsung Galaxy Watch 46mm Μαύρο/ΑσημίSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG@265,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-samsung-galaxy-watch-46mm-mayroasimi/prod9280324pp/
Smartwatch Garmin Vivoactive 3 Μαύρο@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@269,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-vivoactive-3-mayro/prod8840104pp/
Smartwatch Samsung Gear S3 Frontier ΜαύροSAMSUNG@Εγγύηση:  12 μήνες-Κατασκευαστής: SAMSUNG@279,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-samsung-gear-s3-frontier-mayro/prod8320079pp/
Smartwatch Fitbit Ionic Charcoal Μπλε / ΠορτοκαλίFITBIT@Εγγύηση:  24 μήνες-Κατασκευαστής: FITBIT@299,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-fitbit-ionic-charcoal-mple-portokali/prod8940052pp/
Smartwatch Garmin Instinct™ Fire RedGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@299,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-instinct-fire-red/prod9420306pp/
Smartwatch Garmin Vivoactive 3 Music ΜαύροGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@299,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-vivoactive-3-music-mayro/prod9230107pp/
Smartwatch Garmin Instinct™ GraphiteGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@299,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-instinct-graphite/prod9420304pp/
Smartwatch Garmin Instinct™ TundraGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@299,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-instinct-tundra/prod9420305pp/
Smartwatch Garmin Vivoactive 3 Music ΜπλέGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@299,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-vivoactive-3-music-mple/prod9450843pp/
Smartwatch Garmin Vivomove HR Premium ΔερμάτινοGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@299,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-vivomove-hr-premium-dermatino/prod9091048pp/
Smartwatch Garmin Vivomove HR Premium Δερμάτινο ΧρυσόGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@299,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-vivomove-hr-premium-dermatino-hryso/prod9091049pp/
Smartwatch Fitbit Ionic Silver ΓκρίFITBIT@Εγγύηση:  24 μήνες-Κατασκευαστής: FITBIT@299,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-fitbit-ionic-silver-gkri/prod8940043pp/
Apple Watch Series 3 38mm Aluminum Silver Sport Band White (2018)APPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Ασημί-Βάρος: 26.7 -Bluetooth: Bluetooth 4.2@329,00@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-3-38mm-aluminum-silver-sport-band-white-2018/prod9330255pp/
Smartwatch Fitbit Ionic Adidas Ice GreyFITBIT@Εγγύηση:  24 μήνες-Κατασκευαστής: FITBIT@329,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-fitbit-ionic-adidas-ice-grey/prod8990356pp/
Apple Watch Series 3 42mm Aluminum Space Gray Sport Band Black (2...APPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Γκρι-Βάρος: 32.3 g -Bluetooth: Bluetooth 4.2@359,00@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-3-42mm-aluminum-space-gray-sport-band-black-2018/prod9330258pp/
Apple Watch Series 3 42mm Aluminum Silver Sport Band White (2018)APPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Ασημί-Βάρος: 32.3 g -Bluetooth: Bluetooth 4.2@359,00@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-3-42mm-aluminum-silver-sport-band-white-2018/prod9330257pp/
Smartwatch Huawei Watch 2 4G Plastic Carbon ΜαύροHUAWEI@Εγγύηση:  12 μήνες-Κατασκευαστής: HUAWEI@398,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-huawei-watch-2-4g-plastic-carbon-mayro/prod8550295pp/
Smartwatch Garmin Forerunner 645 Music Μαύρο/ΑσημίGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@450,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-forerunner-645-music-mayroasimi/prod9230108pp/
Smartwatch Garmin Forerunner 645 Music Μαύρο/ΧρυσόGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@450,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-forerunner-645-music-mayrohryso/prod9230109pp/
Apple Watch Series 4 40mm Aluminum Space Gray Sport Loop BlackAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Γκρι-Βάρος: 30.1 g-Bluetooth: Bluetooth 5.0@459,00@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-40mm-aluminum-space-gray-sport-loop-black/prod9324112pp/
Apple Watch Series 4 40mm Aluminum Silver Sport Band WhiteAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Ασημί-Βάρος: 30.1 g-Bluetooth: Bluetooth 5.0@459,00@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-40mm-aluminum-silver-sport-band-white/prod9324109pp/
Apple Watch Series 4 40mm Aluminum Space Gray Sport Band BlackAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Γκρι-Βάρος: 30.1 g-Bluetooth: Bluetooth 5.0@459,00@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-40mm-aluminum-space-gray-sport-band-black/prod9324111pp/
Apple Watch Series 4 40mm Aluminum Gold Sport Loop Pink SandAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Χρυσό-Βάρος: 30.1 g-Bluetooth: Bluetooth 5.0@459,00@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-40mm-aluminum-gold-sport-loop-pink-sand/prod9324114pp/
Apple Watch Series 4 40mm Aluminum Silver Sport Loop SeashellAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Ασημί-Βάρος: 30.1 g-Bluetooth: Bluetooth 5.0@459,00@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-40mm-aluminum-silver-sport-loop-seashell/prod9324110pp/
Apple Watch Series 4 40mm Aluminum Gold Sport Band Pink SandAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Χρυσό-Βάρος: 30.1 g-Bluetooth: Bluetooth 5.0@459,00@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-40mm-aluminum-gold-sport-band-pink-sand/prod9324113pp/
Apple Watch Series 4 44mm Aluminum Silver Sport Band WhiteAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Ασημί-Βάρος: 36.7 g-Bluetooth: Bluetooth 5.0@488,99@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-44mm-aluminum-silver-sport-band-white/prod9330245pp/
Apple Watch Series 4 44mm Aluminum Gold Sport Band Pink SandAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Χρυσό-Βάρος: 36.7 g-Bluetooth: Bluetooth 5.0@488,99@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-44mm-aluminum-gold-sport-band-pink-sand/prod9330249pp/
Apple Watch Series 4 44mm Aluminum Silver Sport Loop SeashellAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Ασημί-Βάρος: 36.7 g-Bluetooth: Bluetooth 5.0@488,99@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-44mm-aluminum-silver-sport-loop-seashell/prod9330246pp/
Apple Watch Series 4 44mm Aluminum Space Grey Sport Band BlackAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Γκρι-Βάρος: 36.7 g-Bluetooth: Bluetooth 5.0@488,99@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-44mm-aluminum-space-grey-sport-band-black/prod9330247pp/
Apple Watch Series 4 44mm Aluminum Space Gray Sport Loop BlackAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Γκρι-Βάρος: 36.7 g-Bluetooth: Bluetooth 5.0@488,99@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-44mm-aluminum-space-gray-sport-loop-black/prod9330248pp/
Apple Watch Series 4 44mm Aluminum Gold Sport Loop Pink SandAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Χρώμα: Χρυσό-Βάρος: 36.7 g-Bluetooth: Bluetooth 5.0@488,99@https://www.public.gr/product/apple/apple-watch-series/apple-watch-smartwatches/apple-watch-series-4-44mm-aluminum-gold-sport-loop-pink-sand/prod9330250pp/
Smartwatch Garmin fenix 5 - Ασημί / ΜαύροGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@519,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-fenix-5-asimi-mayro/prod9440244pp/
Smartwatch Garmin Fenix 5S Ασημί / Μαύρο@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@519,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-fenix-5s-asimi-mayro/prod8560057pp/
Smartwatch Garmin fenix 5S Plus Ασημί/ΜαύροGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@699,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-fenix-5s-plus-asimimayro/prod9230105pp/
Smartwatch Garmin fenix 5 Plus Ασημί/ΜαύροGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@699,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-fenix-5-plus-asimimayro/prod9230106pp/
Smartwatch Garmin fenix 5S Plus Ασημί/ΜαύροGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@699,99@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-fenix-5s-plus-asimimayro/prod9230104pp/
Smartwatch Garmin fenix 5X Plus Sapphire Black with Black BandGARMIN@Εγγύηση:  24 μήνες-Κατασκευαστής: GARMIN@850,00@https://www.public.gr/product/wearables-gadgets/smartwatches/smartwatch-garmin-fenix-5x-plus-sapphire-black-with-black-band/prod9294647pp/
